,Distrito,Mean,Var,ACF1,Curvature,Peak,Entropy,Fspots,Cpoints,Semanas no Nulas,Semana del MAX
182,SAN SALVADOR,37.347331198618136,143.17857994116665,-0.2886004217853357,-0.27734971594919805,1e-07,1.0986122886681098,188.0,1.0,6.0,1.0
183,ALTO VERA,5.938118846217117,0.0008421462330771806,-0.11111111111110818,-0.252861504308627,1e-07,1e-08,190.0,1.0,4.0,1e-07
184,AZOTEY,12.672665061462427,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
185,SAN RAFAEL DEL PARANA,4.409754376681219,1e-07,1e-08,-0.06431170729217896,1e-07,1e-08,192.0,1.0,2.0,1e-07
186,CERRITO,73.69196757553426,905.0843475255991,-0.75,-0.10673127726561982,1e-07,1e-08,191.0,2.0,3.0,2.0
187,GENERAL BRUGUEZ,64.18485237483954,2059.8476371899724,-1.0,-0.07220140613106796,1e-07,1e-08,191.0,1.0,3.0,1.0
188,YABEBYRY,35.98416696653472,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
189,ZANJA PYTA,24.686133446184225,136.80524550512192,0.32231404958677684,-0.562599497744195,1e-07,1.9459101490553135,182.0,2.0,12.0,3.0
190,VILLALBIN,41.84100418410041,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
191,BAHIA NEGRA,81.4663951120163,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
192,TEMBIAPORA,7.068636460026861,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
193,TAVAPY,17.868538608806634,104.25621943327785,-0.375,-0.159386132219197,1e-07,1e-08,189.0,1.0,5.0,1.0
194,LEANDRO OVIEDO,31.20449344705637,108.19115680970936,-1.0,-0.04021614056798145,1e-07,1e-08,192.0,0.0,2.0,1e-07
195,ISLA UMBU,33.333333333333336,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
196,VILLA OLIVA,27.129679869777537,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
197,CARMELO PERALTA,23.540489642184557,1e-07,1e-08,-0.144232224179144,1e-07,1e-08,191.0,1.0,3.0,1e-07
198,DESMOCHADOS,56.49717514124294,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
199,R I 3 CORRALES,10.999890001099988,1e-07,1e-08,-0.016120573843795533,1e-07,1e-08,193.0,0.0,1.0,1e-07
